,Score,Age,Cumulative score,Churn
4064,691,35,178038.17,0
4065,490,37,24435.77,0
4066,498,46,101954.78,1
4067,672,28,8814.69,0
4068,850,40,136985.08,1
4069,678,28,58814.41,0
4070,815,45,52885.23,1
4071,739,42,172149.76,0
4072,573,44,94862.93,0
4073,572,51,193014.26,1
4074,775,29,68143.93,0
4075,698,40,114732.62,0
4076,737,22,106327.85,0
4077,709,32,40861.55,0
4078,595,46,73489.15,1
4079,803,45,128378.04,0
4080,499,42,14868.94,1
4081,653,31,25183.01,0
4082,708,52,123.07,1
4083,686,33,184036.47,0
4084,631,22,30781.77,0
4085,824,77,2746.41,0
4086,513,43,152499.8,0
4087,701,35,170996.86,0
4088,628,51,12628.61,1
4089,769,39,47722.79,0
4090,742,39,92985.78,0
4091,553,41,19344.92,0
4092,748,36,82158.14,0
4093,709,37,159486.76,0
4094,570,36,92118.75,0
4095,641,52,90964.54,1
4096,602,38,124389.61,0
4097,600,28,52193.23,0
4098,541,36,124795.84,0
4099,625,43,133020.9,1
4100,613,38,78566.64,1
4101,677,38,187800.63,0
4102,537,47,50881.51,0
4103,644,40,73882.49,0
4104,596,21,197297.77,1
4105,698,37,25017.28,0
4106,575,46,65998.26,0
4107,478,43,197916.43,0
4108,750,37,117948.0,1
4109,656,46,193099.43,0
4110,542,31,115217.59,0
4111,498,37,14865.05,0
4112,850,32,180622.02,0
4113,732,54,13404.4,0
4114,746,34,183494.87,0
4115,643,34,116046.22,0
4116,700,32,161845.81,1
4117,698,46,125962.02,0
4118,541,39,25289.23,0
4119,696,33,7035.36,0
4120,574,37,32262.28,0
4121,516,46,171681.86,1
4122,667,36,53412.54,0
4123,609,34,181177.9,0
4124,724,69,62280.91,0
4125,660,41,26025.6,1
4126,699,31,138396.32,0
4127,776,37,196079.32,0
4128,542,39,14353.43,1
4129,746,36,155700.15,0
4130,818,43,78941.59,0
4131,693,47,80149.27,0
4132,620,32,56139.09,0
4133,612,35,48108.72,0
4134,589,45,125939.22,1
4135,648,51,4121.04,1
4136,778,42,106197.44,0
4137,655,37,1775.52,0
4138,677,58,168650.4,0
4139,617,30,142940.39,0
4140,844,38,119333.38,0
4141,627,33,103737.82,0
4142,803,28,159654.0,0
4143,850,30,54191.38,0
4144,629,28,119647.7,0
4145,628,37,171707.93,0
4146,609,32,3815.48,0
4147,637,27,46786.92,0
4148,756,23,113408.11,0
4149,494,27,22404.64,0
4150,487,24,98570.01,0
4151,718,32,41399.33,0
4152,565,38,179445.28,0
4153,654,32,190068.53,1
4154,599,46,83282.21,0
4155,617,74,53949.98,0
4156,741,37,109843.16,0
4157,711,32,126188.42,0
4158,644,18,59172.42,0
4159,802,33,143706.18,0
4160,712,31,170333.38,0
4161,497,29,63233.02,1
4162,572,54,195771.95,0
4163,663,22,131827.15,0
4164,742,36,47271.61,1
4165,611,61,66238.23,1
4166,462,24,64421.02,0
4167,713,24,121592.5,0
4168,602,63,56323.21,0
4169,639,28,178222.77,0
4170,577,43,135650.72,1
4171,710,41,9983.88,0
4172,752,39,188187.05,0
4173,801,32,37898.5,0
4174,579,35,4460.2,0
4175,694,58,102628.56,1
4176,850,35,3769.71,0
4177,653,32,23920.65,0
4178,558,45,89891.4,1
4179,717,35,172172.7,0
4180,554,48,63708.07,0
4181,678,22,195424.01,0
4182,771,32,40920.59,0
4183,610,25,123723.83,0
4184,718,49,11144.4,0
4185,780,37,126310.39,1
4186,651,39,24176.44,0
4187,700,39,189664.43,0
4188,723,68,141977.54,1
4189,577,51,140800.66,1
4190,532,66,115227.02,0
4191,667,48,113316.77,1
4192,801,58,30484.19,0
4193,573,30,192950.6,0
4194,724,41,199645.45,0
4195,553,32,77304.49,0
4196,484,29,164017.89,0
4197,638,41,47675.29,0
4198,610,26,166031.08,0
4199,719,28,183893.31,0
4200,573,27,11631.34,0
4201,581,54,5558.47,1
4202,714,28,67057.27,0
4203,698,57,72549.27,1
4204,747,29,175398.34,0
4205,648,38,9551.49,0
4206,572,39,49373.97,1
4207,531,53,141501.45,1
4208,607,25,187048.72,0
4209,747,41,32430.94,1
4210,725,43,130795.52,0
4211,565,32,5388.3,0
4212,655,34,49492.15,0
4213,670,30,3154.95,0
4214,633,32,36642.65,0
4215,515,40,138360.29,0
4216,645,45,22558.74,0
4217,739,37,80883.82,0
4218,716,30,65464.66,0
4219,564,36,46632.87,1
4220,611,28,25395.83,0
4221,573,41,14479.29,0
4222,680,34,98949.85,0
4223,706,53,117939.17,0
4224,607,48,173568.3,1
4225,559,45,169781.45,1
4226,662,41,75884.65,1
4227,546,42,86945.0,0
4228,451,23,48021.71,0
4229,698,40,107815.31,1
4230,784,38,171768.76,0
4231,669,42,148611.52,0
4232,628,28,110776.01,0
4233,850,38,78268.61,0
4234,579,26,18458.2,0
4235,732,61,157527.6,1
4236,660,30,96847.91,0
4237,655,28,76844.23,0
4238,755,45,143619.52,1
4239,586,42,102889.34,0
4240,668,39,112946.67,1
4241,754,35,44830.71,0
4242,730,34,126592.01,0
4243,824,49,67885.37,0
4244,816,38,71905.77,1
4245,612,33,142797.5,1
4246,528,29,49284.0,0
4247,618,39,26578.69,0
4248,740,36,13177.4,0
4249,673,35,98618.79,0
4250,539,20,146752.67,0
4251,850,36,87352.43,0
4252,718,43,32999.1,0
4253,674,42,4292.72,0
4254,790,37,98897.32,0
4255,747,42,115241.96,1
4256,754,35,9658.41,0
4257,791,28,174435.48,0
4258,611,29,26927.69,0
4259,602,29,161229.84,0
4260,439,52,198874.52,1
4261,793,33,175544.02,0
4262,585,32,171482.56,0
4263,638,34,155643.04,0
4264,651,35,36923.67,1
4265,850,31,31022.56,0
4266,648,32,190994.48,1
4267,494,28,79479.74,0
4268,633,58,147635.33,1
4269,503,36,16274.67,0
4270,649,70,107125.79,0
4271,753,43,109881.71,0
4272,646,46,93251.42,1
4273,560,31,39806.75,0
4274,775,45,130376.68,0
4275,520,30,145160.96,0
4276,582,33,72970.93,0
4277,631,41,87959.83,0
4278,720,38,56229.72,1
4279,697,62,129188.18,1
4280,850,28,38773.74,0
4281,611,46,45886.33,0
4282,540,39,16150.34,0
4283,611,26,120801.65,0
4284,642,72,142223.94,0
4285,654,24,130075.07,0
4286,606,34,161971.42,0
4287,671,31,79270.02,0
4288,457,38,173219.09,0
4289,552,42,101069.71,1
4290,744,50,106061.47,1
4291,605,28,159508.52,0
4292,577,40,108787.0,0
4293,727,37,34551.35,1
4294,635,33,178067.33,1
4295,514,46,55072.32,0
4296,510,50,23768.01,0
4297,604,36,79633.38,0
4298,758,35,95009.6,0
4299,695,36,167749.54,0
4300,485,41,12706.67,0
4301,684,36,117038.96,0
4302,550,46,130590.35,0
4303,487,34,9085.0,0
4304,652,74,937.15,0
4305,596,30,41921.75,1
4306,716,18,197322.13,0
4307,620,41,88852.47,0
4308,585,36,94283.09,0
4309,598,20,29552.7,0
4310,606,42,177938.52,0
4311,624,80,65801.44,0
4312,688,46,26287.21,0
4313,592,41,90020.74,0
4314,682,42,91981.85,1
4315,849,49,171056.65,1
4316,638,37,37294.88,0
4317,416,32,878.87,0
4318,628,50,109608.81,1
4319,676,40,95181.06,1
4320,580,36,12099.67,0
4321,585,36,86424.57,0
4322,704,47,145338.61,0
4323,565,38,67339.34,0
4324,673,32,116969.73,0
4325,632,41,105570.39,0
4326,693,68,61569.07,0
4327,497,41,22074.48,0
4328,679,42,168294.27,0
4329,628,50,14217.77,1
4330,850,31,35534.68,0
4331,688,46,6866.31,0
4332,697,63,118862.08,1
4333,623,27,142170.44,0
4334,570,29,37092.43,0
4335,793,63,184243.25,0
4336,698,55,144584.29,0
4337,618,29,32526.64,0
4338,672,34,161800.77,0
4339,756,34,90059.04,0
4340,547,42,86207.49,1
4341,759,38,91561.91,0
4342,613,36,83343.73,0
4343,645,55,17095.49,0
4344,715,32,187051.23,0
4345,478,35,178626.07,0
4346,644,40,19959.67,0
4347,591,43,198926.36,0
4348,557,38,102076.03,0
4349,644,44,157166.79,1
4350,624,35,163587.9,0
4351,549,50,13608.18,0
4352,659,27,99341.87,0
4353,649,40,123202.99,0
4354,656,68,186574.68,0
4355,544,22,70007.67,0
4356,622,58,120415.61,1
4357,711,25,51345.39,1
4358,629,35,31824.29,0
4359,775,74,134869.93,0
4360,705,30,181300.32,0
4361,678,31,58803.28,0
4362,694,42,36405.21,0
4363,754,39,24156.03,0
4364,779,41,86927.53,0
4365,579,31,26149.25,0
4366,571,22,53328.7,0
4367,445,37,180012.39,0
4368,683,40,75848.22,0
4369,623,40,192867.4,0
4370,495,39,10160.23,0
4371,600,43,194764.83,0
4372,774,35,24400.37,0
4373,581,28,29937.75,0
4374,465,24,191368.37,0
4375,683,38,123846.07,0
4376,497,32,67364.42,0
4377,559,40,18917.95,0
4378,568,33,143450.61,0
4379,438,59,51565.98,1
4380,698,44,198059.16,0
4381,588,42,48498.19,0
4382,587,48,8908.0,0
4383,787,39,100791.36,0
4384,517,62,187756.24,1
4385,653,43,7330.59,0
4386,703,51,77294.56,1
4387,628,31,147963.07,1
4388,553,27,159800.16,0
4389,783,58,96590.39,1
4390,696,24,10883.52,0
4391,627,70,145299.5,0
4392,649,41,144808.37,0
4393,680,25,90162.35,0
4394,579,36,60906.12,0
4395,528,35,199320.77,0
4396,717,35,174770.14,1
4397,714,34,98896.06,0
4398,485,34,70209.83,0
4399,765,34,138280.17,0
4400,760,43,157337.29,0
4401,605,41,143203.78,0
4402,771,23,72990.62,0
4403,493,48,48545.1,0
4404,664,39,170835.32,0
4405,558,32,136301.1,0
4406,727,47,193305.35,0
4407,467,39,7415.96,0
4408,447,41,197490.39,1
4409,789,43,60176.1,0
4410,790,33,195204.99,0
4411,557,24,20515.72,0
4412,682,69,149604.18,0
4413,576,26,34101.06,0
4414,559,28,15607.27,0
4415,500,47,179227.12,0
4416,586,43,67046.83,1
4417,579,42,85424.34,0
4418,506,36,164253.35,0
4419,641,37,3939.87,0
4420,731,29,162452.65,0
4421,600,38,58855.85,0
4422,728,38,139059.05,0
4423,701,28,76304.73,0
4424,625,55,135853.62,1
4425,592,34,20460.2,0
4426,663,42,78004.5,0
4427,814,44,107013.59,0
4428,557,32,69826.8,0
4429,619,42,101348.88,1
4430,555,42,41304.44,1
4431,850,36,100750.03,0
4432,653,30,120736.04,0
4433,749,66,195429.92,0
4434,718,31,17128.64,0
4435,701,51,61961.57,0
4436,622,39,100862.36,0
4437,425,39,197226.32,0
4438,656,18,127014.32,0
4439,724,33,197148.24,0
4440,738,33,27867.59,0
4441,498,25,132210.49,0
4442,701,30,115650.63,0
4443,811,34,186339.74,0
4444,536,35,77178.42,0
4445,735,38,92220.12,1
4446,645,49,10023.15,0
4447,726,51,140937.91,1
4448,682,35,63737.19,1
4449,604,28,58595.64,0
4450,644,33,95673.05,0
4451,598,39,83103.46,0
4452,791,34,96734.46,0
4453,699,28,22684.78,0
4454,646,46,45041.32,0
4455,583,54,57553.98,1
4456,617,26,168834.38,0
4457,691,31,126213.84,1
4458,667,43,32462.39,1
4459,790,50,176471.78,1
4460,772,51,46675.51,1
4461,584,26,105105.35,0
4462,601,42,40014.76,1
4463,793,63,27166.75,0
4464,744,42,83022.92,0
4465,591,33,118782.06,0
4466,622,43,100618.17,0
4467,698,31,115337.74,1
4468,710,58,10494.64,0
4469,562,35,177112.7,0
4470,750,33,153288.97,1
4471,699,43,199378.58,1
4472,614,66,180082.7,0
4473,687,35,22247.27,0
4474,738,36,96881.32,0
4475,626,52,32159.46,1
4476,735,43,184570.04,1
4477,630,50,63606.22,1
4478,613,39,23315.59,0
4479,735,55,163516.16,0
4480,502,33,123509.01,0
4481,685,43,194808.51,0
4482,785,41,199108.88,0
4483,599,51,175235.99,0
4484,804,38,74692.06,0
4485,635,65,155799.86,1
4486,636,38,45015.38,0
4487,850,34,154000.99,0
4488,606,36,192387.51,1
4489,653,38,118383.18,0
4490,707,31,91423.69,0
4491,749,40,182855.42,1
4492,454,40,148309.98,0
4493,667,37,178106.34,1
4494,731,41,88783.59,0
4495,699,27,93003.21,0
4496,562,75,39351.64,0
4497,714,34,80234.14,0
4498,737,38,198516.2,0
4499,600,27,125698.97,0
4500,659,56,99504.03,1
4501,511,40,184118.73,0
4502,530,52,109960.4,1
4503,651,23,170099.23,0
4504,492,28,95957.09,0
4505,537,38,147797.54,0
4506,513,48,114709.13,1
4507,756,38,169763.89,1
4508,645,31,2850.01,0
4509,539,39,59755.14,0
4510,619,29,131712.51,0
4511,685,23,141152.28,0
4512,712,35,69320.97,0
4513,565,58,135875.51,1
4514,689,45,197804.0,1
4515,458,35,135287.74,0
4516,549,43,6101.41,0
4517,705,64,146573.66,1
4518,464,37,143665.44,0
4519,662,30,149587.92,0
4520,645,49,88391.97,0
4521,670,42,65706.86,0
4522,784,33,162022.47,0
4523,534,35,115668.53,0
4524,662,64,42730.12,0
4525,445,31,175893.53,0
4526,792,29,18922.18,1
4527,614,50,127166.49,1
4528,813,32,26476.18,0
4529,501,27,132104.76,0
4530,782,36,195681.43,0
4531,736,29,51705.01,0
4532,726,56,130113.78,1
4533,566,44,68408.74,0
4534,520,43,36202.74,0
4535,747,25,42039.67,0
4536,498,73,165407.96,0
4537,597,60,10703.53,1
4538,609,33,93718.16,0
4539,608,48,32202.61,0
4540,695,28,88689.4,0
4541,637,35,84760.7,0
4542,769,29,172290.61,0
4543,560,44,98661.27,0
4544,554,54,40914.32,1
4545,834,68,93112.2,0
4546,445,61,29909.84,0
4547,710,36,58601.61,0
4548,745,28,73275.96,1
4549,766,45,127332.33,0
4550,768,37,41788.25,1
4551,651,44,102530.35,1
4552,677,58,2988.28,0
4553,717,49,124532.9,1
4554,410,50,89822.48,0
4555,646,30,12757.14,0
4556,718,43,167554.86,0
4557,687,33,121747.96,0
4558,509,38,168460.12,0
4559,602,34,77414.45,0
4560,696,32,52314.71,0
4561,490,40,49594.19,1
4562,800,40,132562.23,0
4563,714,42,47166.55,0
4564,563,24,16319.56,0
4565,726,28,98060.51,0
4566,545,60,176924.21,1
4567,532,36,132798.78,0
4568,626,39,83295.09,0
4569,771,32,33143.04,0
4570,564,40,85455.62,1
4571,722,32,76998.69,0
4572,573,26,90177.3,0
4573,715,35,152012.36,0
4574,733,39,93783.0,0
4575,695,39,1243.97,0
4576,739,30,122604.44,0
4577,435,32,5907.11,0
4578,834,49,194365.76,1
4579,710,31,9561.73,0
4580,720,44,163471.01,0
4581,707,53,52110.45,0
4582,667,39,40721.24,1
4583,737,45,78650.95,0
4584,670,37,194493.57,0
4585,579,64,164083.72,0
4586,786,34,183682.09,0
4587,777,32,136458.19,1
4588,705,23,73131.73,0
4589,770,46,164967.21,0
4590,639,27,82938.99,0
4591,676,61,118522.73,0
4592,581,46,104272.04,0
4593,676,37,166678.28,0
4594,523,24,155144.12,0
4595,717,28,40437.67,0
4596,711,52,131473.31,0
4597,575,31,95686.42,0
4598,764,34,166324.79,1
4599,694,39,99924.04,0
4600,707,57,164064.44,1
4601,664,36,95372.64,0
4602,706,38,135662.17,0
4603,701,37,164268.28,0
4604,698,38,41595.3,0
4605,644,37,96442.86,0
4606,449,31,82796.29,0
4607,651,40,147715.83,0
4608,642,22,183045.46,0
4609,475,45,27822.99,1
4610,624,38,163666.85,0
4611,651,45,18732.84,0
4612,588,49,36292.94,1
4613,778,44,144494.94,0
4614,597,53,69384.71,1
4615,610,45,199657.46,0
4616,655,61,161217.18,0
4617,630,39,58854.88,1
4618,666,59,188782.3,0
4619,677,34,6175.53,0
4620,840,43,90908.95,0
4621,850,68,186335.07,0
4622,624,45,168002.31,1
4623,691,52,175843.68,1
4624,714,45,187194.15,0
4625,678,43,110405.9,0
4626,664,38,154395.56,0
4627,678,37,135123.96,0
4628,688,46,104902.68,0
4629,678,23,91633.53,0
4630,609,25,109895.16,0
4631,850,39,176791.27,0
4632,757,36,64539.64,0
4633,576,36,23305.85,0
4634,760,37,32863.24,1
4635,669,25,124382.9,0
4636,540,31,158027.57,0
4637,806,48,21439.49,0
4638,616,31,76456.17,0
4639,636,32,138555.46,0
4640,532,52,163191.99,1
4641,717,31,41176.6,0
4642,584,30,177772.03,1
4643,619,41,170518.83,0
4644,493,37,158840.99,0
4645,738,57,155047.11,1
4646,632,31,82152.83,1
4647,645,41,28667.56,0
4648,682,38,15669.17,0
4649,571,49,523.0,0
4650,576,39,68814.23,0
4651,635,41,61994.2,0
4652,558,47,103787.28,0
4653,682,59,84803.76,0
4654,790,47,16119.96,1
4655,659,67,45071.09,1
4656,760,39,67131.3,1
4657,777,29,124489.88,0
4658,813,27,46422.46,0
4659,661,35,142626.49,0
4660,753,38,122021.33,1
4661,748,39,123998.52,0
4662,588,32,4993.94,0
4663,572,30,175025.27,0
4664,684,35,176882.08,0
4665,677,34,50777.77,0
4666,567,34,161571.79,0
4667,850,81,44827.47,0
4668,643,46,106781.59,0
4669,536,28,136197.65,0
4670,850,34,33501.98,0
4671,741,36,74260.16,0
4672,636,43,43128.95,0
4673,683,32,188203.58,0
4674,644,51,72628.84,1
4675,630,55,106202.07,1
4676,663,46,58257.23,0
4677,731,25,97877.92,0
4678,644,26,82696.84,0
4679,600,28,59905.29,0
4680,685,25,121562.33,0
4681,581,54,187597.98,1
4682,730,38,163317.5,0
4683,522,32,165786.1,0
4684,591,30,50485.7,0
4685,712,43,90905.26,0
4686,631,48,150661.42,1
4687,724,36,52462.25,0
4688,807,42,74900.9,0
4689,753,39,16460.77,0
4690,637,32,148769.08,0
4691,665,25,112256.57,0
4692,656,37,153157.97,0
4693,590,60,88206.04,1
4694,432,38,150580.88,0
4695,542,38,68093.23,1
4696,520,31,183572.39,1
4697,607,24,127560.77,0
4698,564,24,153771.8,0
4699,675,54,149583.67,1
4700,830,40,81622.52,0
4701,850,31,178667.7,0
4702,736,32,79082.62,0
4703,566,44,66462.79,0
4704,625,51,38867.46,1
4705,717,41,103706.41,0
4706,443,35,129031.19,1
4707,673,65,85733.33,0
4708,850,38,171960.76,0
4709,650,35,24482.16,0
4710,632,71,27597.76,0
4711,533,49,69409.37,1
4712,601,40,164652.02,1
4713,760,29,86334.64,0
4714,667,44,91810.71,0
4715,601,54,199661.5,0
4716,769,29,84872.66,0
4717,454,34,198817.72,0
4718,565,38,80630.32,0
4719,688,40,196226.38,0
4720,673,37,37411.35,0
4721,652,27,44435.76,0
4722,747,43,101495.0,1
4723,751,48,30165.06,1
4724,670,38,110472.12,0
4725,727,52,80259.67,1
4726,595,23,37042.8,0
4727,567,44,87677.15,0
4728,840,36,141364.27,0
4729,600,29,34747.43,0
4730,700,37,17040.82,0
4731,587,44,41852.24,1
4732,779,40,52894.01,0
4733,721,40,122580.48,0
4734,611,51,149648.45,0
4735,643,28,27149.27,0
4736,759,31,99086.74,0
4737,754,28,52615.62,0
4738,705,41,142514.66,0
4739,595,33,41447.86,0
4740,567,36,8555.73,0
4741,691,44,197572.41,0
4742,718,33,88592.8,0
4743,768,29,73686.75,0
4744,434,41,56784.11,0
4745,597,26,95159.13,0
4746,681,79,170968.99,0
4747,684,32,67599.69,0
4748,512,36,135482.26,1
4749,590,34,171021.44,0
4750,724,28,59351.68,0
4751,850,66,118929.64,1
4752,538,39,27231.26,0
4753,739,29,105533.96,0
4754,491,36,103934.12,0
4755,678,36,53172.02,0
4756,561,34,12148.2,0
4757,788,42,64746.07,0
4758,678,40,187343.4,0
4759,633,37,182258.17,0
4760,724,30,107848.24,0
4761,457,42,126106.4,0
4762,806,34,100809.99,0
4763,590,54,93820.49,1
4764,755,38,19762.88,0
4765,628,36,8742.91,0
4766,601,34,27022.57,0
4767,667,44,15120.86,0
4768,508,60,129562.74,0
4769,687,35,176450.19,0
4770,613,42,79323.61,0
4771,687,63,37938.74,0
4772,745,34,50046.25,0
4773,620,25,73857.94,1
4774,653,37,134625.09,1
4775,395,34,17376.57,1
4776,732,33,45098.62,0
4777,651,38,67029.82,1
4778,752,35,44335.54,1
4779,688,24,102195.16,0
4780,706,57,17941.16,1
4781,649,47,71420.16,0
4782,598,40,137980.58,1
4783,699,31,189392.66,0
4784,779,37,6589.16,1
4785,695,39,102763.69,0
4786,567,40,138552.74,0
4787,632,28,1843.24,0
4788,511,58,162599.51,0
4789,678,83,92934.41,0
4790,725,19,45613.75,0
4791,603,31,169915.02,0
4792,669,42,135630.32,0
4793,685,30,140889.32,0
4794,572,24,151460.84,0
4795,702,40,146056.29,0
4796,597,33,49374.82,0
4797,662,42,48242.38,0
4798,640,74,34130.43,0
4799,652,50,17160.94,1
4800,534,62,42763.12,1
4801,657,36,123866.43,0
4802,624,36,186180.42,0
4803,539,42,105013.63,0
4804,592,33,37140.2,0
4805,586,33,168261.4,0
4806,850,34,171706.66,0
4807,732,62,25438.87,0
4808,516,27,112311.15,0
4809,614,39,128049.34,1
4810,668,38,37094.75,0
4811,748,31,199255.32,0
4812,742,27,131534.96,0
4813,706,30,110520.48,0
4814,553,42,23822.04,0
4815,784,40,108891.3,0
4816,724,41,185541.2,1
4817,666,66,99792.82,0
4818,678,40,167673.37,0
4819,559,46,21006.1,1
4820,682,48,49732.9,0
4821,660,50,191849.15,1
4822,802,41,134626.3,0
4823,645,49,162012.6,0
4824,790,42,198182.73,0
4825,577,44,127506.76,0
4826,445,34,70618.0,0
4827,807,42,130489.37,0
4828,566,40,154486.01,0
4829,681,48,163581.67,0
4830,672,31,177295.92,0
4831,655,37,180241.44,0
4832,543,36,141210.5,0
4833,742,35,84509.57,0
4834,418,36,69157.93,0
4835,586,46,79366.98,1
4836,658,25,173948.4,0
4837,706,46,150156.82,1
4838,694,30,15039.41,0
4839,811,40,121765.0,0
4840,469,37,119890.86,0
4841,672,34,16245.25,0
4842,682,30,161465.31,0
4843,652,37,68789.93,0
4844,645,44,166707.22,0
4845,646,38,178752.73,0
4846,786,34,144517.19,0
4847,579,39,93835.64,0
4848,613,30,170638.98,0
4849,766,28,21597.2,0
4850,575,43,83594.51,0
4851,592,55,128918.42,0
4852,818,49,192298.84,1
4853,678,28,144423.17,1
4854,751,36,89222.66,0
4855,416,25,160523.33,0
4856,657,39,97192.76,0
4857,764,28,166188.28,0
4858,850,33,3510.18,0
4859,688,26,105784.85,0
4860,761,26,199409.19,0
4861,619,48,18094.96,1
4862,735,29,95025.27,0
4863,531,31,42589.33,0
4864,708,43,181499.77,1
4865,582,41,178074.04,0
4866,580,39,137041.26,0
4867,618,44,139297.71,0
4868,577,41,167621.18,0
4869,631,29,197963.46,0
4870,658,31,103644.98,1
4871,651,34,66389.43,1
4872,524,40,180002.42,0
4873,546,20,20508.85,0
4874,420,55,144870.28,1
4875,687,38,35608.88,0
4876,633,27,44008.91,0
4877,640,48,135995.58,0
4878,648,40,667.66,1
4879,550,34,116495.55,0
4880,688,41,65520.74,0
4881,641,40,159773.14,0
4882,764,29,65868.28,0
4883,620,42,29296.74,0
4884,716,33,92916.53,0
4885,509,29,92898.17,0
4886,535,30,125710.53,0
4887,774,76,143133.18,0
4888,685,40,167400.29,0
4889,727,45,104678.78,1
4890,533,52,194113.99,1
4891,724,30,15216.53,0
4892,549,46,109057.56,0
4893,756,27,157932.75,0
4894,534,34,5240.53,0
4895,508,41,187776.49,0
4896,642,55,101515.76,0
4897,642,39,76821.24,0
4898,684,46,154137.33,0
4899,764,24,26843.76,0
4900,543,32,112771.95,0
4901,638,42,193471.74,1
4902,807,34,114448.13,0
4903,745,48,74510.65,0
4904,710,33,192928.82,0
4905,809,33,124045.65,0
4906,701,39,110043.88,0
4907,723,28,143481.85,0
4908,592,38,180426.2,0
4909,696,52,27445.4,1
4910,571,38,38962.94,0
4911,611,40,147358.27,0
4912,850,71,107236.87,0
4913,706,42,75732.25,0
4914,752,42,140139.28,0
4915,661,31,65567.91,0
4916,799,30,136827.96,0
4917,736,25,136497.28,0
4918,625,31,75335.68,0
4919,561,49,133051.64,1
4920,571,35,84569.13,0
4921,699,39,93826.63,0
4922,576,50,57802.62,0
4923,679,33,177362.45,0
4924,759,41,190294.12,0
4925,660,31,45438.38,0
4926,602,48,127095.14,0
4927,535,29,52709.55,0
4928,707,43,118368.2,0
4929,611,64,53277.15,0
4930,652,38,188657.97,0
4931,575,36,55868.97,1
4932,699,22,68297.61,1
4933,656,43,194691.95,0
4934,445,62,76569.64,1
4935,651,65,190454.04,0
4936,656,38,136521.82,0
4937,769,34,71379.92,1
4938,475,57,89248.99,0
4939,742,41,73743.95,1
4940,607,36,76744.72,0
4941,524,25,193668.49,0
4942,604,41,166224.39,0
4943,644,39,3740.93,0
4944,540,40,199862.75,0
4945,674,36,27468.72,0
4946,711,81,72276.24,0
4947,835,35,28707.69,0
4948,590,47,8214.46,0
4949,723,49,89972.25,0
4950,850,40,65612.12,0
4951,682,54,54132.93,0
4952,720,29,39925.52,0
4953,597,35,73181.39,1
4954,697,47,168053.4,0
4955,670,33,88187.81,0
4956,624,37,112104.55,0
4957,598,41,191468.78,1
4958,445,30,127939.19,0
4959,634,43,115268.86,0
4960,672,68,184936.77,0
4961,698,31,134790.74,0
4962,640,44,92381.01,0
4963,654,37,71492.28,0
4964,484,36,186136.48,0
4965,593,48,85902.39,1
4966,648,44,91947.74,0
4967,521,41,113089.43,0
4968,528,39,22197.8,1
4969,778,47,124694.99,0
4970,636,34,37490.84,0
4971,614,34,185561.89,0
4972,690,32,151822.66,0
4973,486,37,51364.56,0
4974,711,41,193747.57,0
4975,603,45,148516.79,0
4976,802,31,187658.09,0
4977,620,29,13133.88,0
4978,449,33,156792.89,0
4979,556,38,150679.65,0
4980,615,41,196499.96,0
4981,704,39,171971.25,1
4982,658,28,166682.57,0
4983,694,47,197528.62,0
4984,672,39,87372.49,0
4985,721,32,136119.96,1
4986,666,27,64511.44,0
4987,646,36,88481.32,0
4988,606,36,120138.27,0
4989,572,26,60427.3,0
4990,720,37,45985.52,0
4991,764,30,105155.66,0
4992,642,32,39768.59,0
4993,675,40,34577.36,0
4994,783,44,164213.53,1
4995,553,47,145704.19,1
4996,704,39,199484.96,0
4997,714,54,112777.38,0
4998,578,45,143397.14,1
4999,516,31,47018.75,0
5000,673,37,183318.79,0
5001,773,52,144113.42,0
5002,599,35,76870.81,0
5003,585,37,99907.29,0
5004,545,44,82614.89,0
5005,615,39,108152.75,0
5006,828,31,164257.37,0
5007,712,30,152417.97,0
5008,730,62,61513.87,0
5009,520,35,90280.7,0
5010,589,46,37024.28,0
5011,487,36,194073.33,0
5012,778,29,181221.09,0
5013,525,57,64448.36,0
5014,579,43,198402.37,1
5015,798,38,157147.59,0
5016,790,46,14679.81,1
5017,623,40,31669.18,0
5018,728,32,156124.93,0
5019,411,35,93825.78,0
5020,627,28,34097.22,0
5021,784,38,169920.92,0
5022,685,44,145387.05,1
5023,702,43,61602.42,0
5024,815,56,94248.16,1
5025,666,51,156953.54,1
5026,706,23,164128.41,1
5027,494,30,27886.06,0
5028,429,24,46170.75,0
5029,638,35,165370.66,0
5030,841,28,179436.6,0
5031,683,29,55582.54,1
5032,670,45,54340.24,0
5033,521,22,101311.95,0
5034,671,38,76068.95,0
5035,746,49,10096.25,0
5036,794,54,192154.66,0
5037,850,31,121866.87,0
5038,660,37,23291.83,0
5039,667,40,96670.2,0
5040,696,38,8018.49,0
5041,634,35,82634.41,0
5042,589,31,148218.86,0
5043,600,36,143635.36,0
5044,503,37,136506.86,0
5045,573,44,107124.17,0
5046,616,36,15462.84,0
5047,754,32,89520.75,0
5048,545,33,107429.71,0
5049,501,43,81123.59,1
5050,732,36,60830.24,0
5051,850,47,122141.13,0
5052,704,27,64381.33,1
5053,695,29,6770.44,0
5054,714,33,53667.08,0
5055,802,40,81908.09,0
5056,713,42,82565.01,0
5057,723,38,94415.6,0
5058,807,31,194257.11,0
5059,568,44,62370.67,1
5060,783,42,2150.22,0
5061,431,63,168008.17,0
5062,622,33,48553.77,0
